code,Company
0MKW.L,"Viscofan, S.A."
0MKP.L,Strabag SE
0MKH.L,OMV Aktiengesellschaft
0MKE.L,Immofinanz AG
0MK2.L,Atrium European Real Estate Limited
0MJZ.L,Andritz AG
0MJX.L,Aker ASA
0MJT.L,"Atresmedia Corporación de Medios de Comunicación, S.A."
0MJR.L,NEUCA SA
0MJK.L,Erste Group Bank AG
0MJH.L,Zumtobel Group AG
0MJ9.L,S IMMO AG
0MJ5.L,RHI AG
0MJ1.L,Palfinger AG
0MIQ.L,Conwert Immobilien Invest SE
0MIP.L,CA Immobilien Anlagen Aktiengesellschaft
0MI6.L,Fabege AB (publ)
0MI5.L,Boliden AB (publ.)
0MI3.L,JM AB (publ)
0MI1.L,Eniro AB
0MHZ.L,SSAB AB
0MHW.L,AB Volvo (publ)
0MHU.L,Aktiebolaget Industrivärden
0MHT.L,Peab AB
0MHS.L,Norwegian Property ASA
0MHR.L,Petroleum Geo-Services ASA
0MHP.L,DNO ASA
0MHM.L,Schibsted ASA
0MHJ.L,Azimut Holding S.p.A.
0MHD.L,ACEA S.p.A.
0MHC.L,ERG S.p.A.
0MH1.L,Bureau Veritas SA
0MGV.L,ERAMET S.A.
0MGP.L,Société BIC SA
0MGN.L,Albioma
0MGH.L,Cargotec Corporation
0MGE.L,Sydbank A/S
0MGD.L,Jyske Bank A/S
0MGC.L,NKT A/S
0MGB.L,Genmab A/S
0MG5.L,ElringKlinger AG
0MG2.L,HeidelbergCement AG
0MG1.L,Fielmann AG
0MG0.L,Aareal Bank AG
0MFY.L,ARYZTA AG
0MFW.L,KBC Ancora SCA
0MFU.L,Agfa-Gevaert N.V.
0MFT.L,Befimmo NV/SA
0MEL.L,Deceuninck NV
0MDT.L,AB Electrolux (publ)
0MD9.L,North Energy AS
0MCK.L,Svenska Cellulosa Aktiebolaget SCA (publ)
0MCJ.L,Svenska Cellulosa Aktiebolaget SCA (publ)
0MCG.L,Hamborner REIT AG
0M98.L,Gerry Weber International AG
0M8Y.L,Formpipe Software AB
0M8O.L,Atmel Corporation
0M6S.L,Allianz SE
0M5J.L,Aker BP ASA
0M4M.L,IC Group A/S
0M3P.L,YOOX Net-A-Porter Group S.p.A.
0M2Z.L,Statoil ASA
0M2V.L,zooplus AG
0M2T.L,KPS AG
0M14.L,Polarcus Limited
0M0A.L,Rockwool International A/S
0LZF.L,Vistula Group Spólka Akcyjna
0LWM.L,Midas Spolka Akcyjna
0LVL.L,LPP Spolka Akcyjna
0LUU.L,Integer.pl Spolka Akcyjna
0LS7.L,Ciech S.A.
0LS5.L,CCC S.A.
0LRV.L,Budimex SA
0LRI.L,Jumbo S.A.
0LQG.L,Asseco Poland S.A.
0LQ4.L,Krones AG
0LQ1.L,Continental Aktiengesellschaft
0LO9.L,AMG Advanced Metallurgical Group N.V.
0LO8.L,Royal Boskalis Westminster N.V.
0LNQ.L,Koninklijke BAM Groep nv
0LND.L,Akzo Nobel N.V.
0LN9.L,Royal Dutch Shell plc
0LN7.L,Air France-KLM SA
0LD1.L,I.M.A. Industria Macchine Automatiche S.p.A.
0LBS.L,Alcatel-Lucent
0LBN.L,Unione di Banche Italiane S.p.A.
0LBM.L,TERNA - Rete Elettrica Nazionale Società per Azioni
0L9Q.L,Fiskars Oyj Abp
0L9J.L,S&T AG
0KVV.L,Airbus SE
0KV7.L,Tomra Systems ASA
0KUY.L,PNE Wind AG
0KK7.L,"Be Think, Solve, Execute S.p.A."
0KJ1.L,Songa Offshore SE
0KIZ.L,New Wave Group AB (publ)
0KII.L,SSAB AB
0KG0.L,Tieto Oyj
0KFX.L,Danone
0KFE.L,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft
0KEH.L,Brookfield Asset Management Inc.
0KED.L,Infineon Technologies AG
0KDK.L,Barco NV
0KDD.L,"Vocento, S.A."
0KCP.L,Tessenderlo Group NV
0KBQ.L,Ratos AB
0KB6.L,Norske Skogindustrier ASA
0KAV.L,Arnoldo Mondadori Editore S.p.A.
0K9W.L,Huhtamäki Oyj
0K9V.L,HAL Trust
0K9T.L,ELLAKTOR SA
0K9P.L,GN Store Nord A/S
0K9N.L,Rallye SA
0K9A.L,Euronav NV
0K97.L,"Elecnor, S.A."
0K96.L,"ENCE Energía y Celulosa, S.A."
0K93.L,Credito Emiliano S.p.A.
0K8L.L,Central European Media Enterprises Ltd.
0K82.L,ASTM S.p.A.
0K7Y.L,Amer Sports Corporation
0K7K.L,AP Alternative Assets LP
0K7F.L,Aurubis AG
0K78.L,Assicurazioni Generali S.p.A.
0K77.L,Constantin Medien AG
0K6S.L,RealDolmen NV
0K5E.L,Dragerwerk AG & Co. KGaA
0K02.L,Globe Trade Centre S.A.
0JYZ.L,Loomis AB (publ)
0JYO.L,BB Biotech AG
0JXZ.L,Galapagos NV
0JXF.L,Protector Forsikring ASA
0JWO.L,Atea ASA
0JVS.L,Hypoport AG
0JOE.L,KUKA Aktiengesellschaft
0JNL.L,Nordea Bank AB (publ)
0JN9.L,DSV A/S
0JLQ.L,Sanoma Oyj
0JK4.L,TAG Immobilien AG
0JII.L,Spectrum ASA
0JI9.L,Thin Film Electronics ASA
0JHU.L,Porsche Automobil Holding SE
0JH4.L,Spar Nord Bank A/S
0JG5.L,Bittium Oyj
0JEZ.L,StrongPoint ASA
0JDU.L,Precise Biometrics AB
0JAA.L,Kinnevik AB
0J9O.L,Manz AG
0J9C.L,Dürr Aktiengesellschaft
0J8S.L,Aspo Oyj
0J5Y.L,Prosafe SE
0J2W.L,Biotie Therapies Corp.
0J2R.L,Alstom SA
0J0M.L,Best Union Company SpA
0J04.L,PORR AG
0IZM.L,ABG Sundal Collier Holding ASA
0IZC.L,Henkel AG & Co. KGaA
0IZ8.L,Henkel AG & Co. KGaA
0IYN.L,Mologen AG
0IY1.L,Atria Oyj
0IXZ.L,Bollore
0IWV.L,Van De Velde NV
0IWK.L,Altran Technologies S.A.
0IUQ.L,CNP Assurances SA
0IRF.L,Evotec AG
0IPY.L,Aubay Société Anonyme
0IPT.L,Akastor ASA
0IN2.L,Groupe Bruxelles Lambert SA
0IMT.L,PhotoCure ASA
0IM3.L,Philly Shipyard ASA
0IKJ.L,Wärtsilä Oyj Abp
0IKH.L,"Komercní banka, a.s."
0IIF.L,Vivendi SA
0IHM.L,Atrium Ljungberg AB (publ)
0IGF.L,Nexans S.A.
0IB0.L,Arkema S.A.
0IAX.L,Dassault Aviation S.A.
0IAH.L,Securitas AB
0I8Y.L,Elisa Oyj
0I8C.L,Aqua Bio Technology ASA
0I5O.L,Bergman & Beving AB
0I3Z.L,Deutsche Euroshop AG
0I2R.L,Atlantia S.p.A.
0I1W.L,Royal Caribbean Cruises Ltd.
0HZD.L,Wendel
0HYK.L,SeaDrill Limited
0HY6.L,Euro Disney S.C.A.
0HY2.L,Cementir Holding S.p.A.
0HW6.L,Doro AB (publ)
0HW0.L,Kongsberg Automotive ASA
0HVA.L,Haulotte Group SA
0HV2.L,Hermès International Société en commandite par actions
0HTP.L,AB Volvo (publ)
0HR3.L,Duni AB (publ)
0HNZ.L,Fagron NV
0HNK.L,Ablynx NV
0HJC.L,Vilmorin & Cie SA
0HI7.L,MeVis Medical Solutions AG
0HEZ.L,Eastnine AB (publ)
0HDP.L,Dampskibsselskabet Norden A/S
0HDL.L,HMS Networks AB (publ)
0HDK.L,Systemair AB (publ)
0HDJ.L,Mekonomen AB
0HC0.L,Sandvik AB
0HBY.L,Skandinaviska Enskilda Banken AB (publ)
0HBT.L,Skanska AB (publ)
0HBP.L,H & M Hennes & Mauritz AB (publ)
0HBO.L,GEDI Gruppo Editoriale S.p.A.
0HBF.L,Mediobanca Banca di Credito Finanziario S.p.A.
0HBA.L,Electricité de France S.A.
0HB5.L,BNP Paribas SA
0HB4.L,Dassault Systèmes SE
0HB1.L,"Casino, Guichard-Perrachon Société Anonyme"
0HAR.L,AXA SA
0HAN.L,Bouygues SA
0HAI.L,Credit Agricole S.A.
0HAC.L,"ACS, Actividades de Construcción y Servicios, S.A."
0HAA.L,"Fomento de Construcciones y Contratas, S.A."
0HA8.L,"Corporación Financiera Alba, S.A."
0HA0.L,RWE Aktiengesellschaft
0H9X.L,Fresenius Medical Care AG & Co. KGAA
0H9P.L,Intrum Justitia AB
0H7I.L,LANXESS Aktiengesellschaft
0H7D.L,Deutsche Bank Aktiengesellschaft
0H7B.L,Diebold Nixdorf Aktiengesellschaft
0H6X.L,Telia Company AB
0H6T.L,Swedbank AB (publ)
0H65.L,Juventus Football Club S.p.A.
0H59.L,Accor SA
0H4K.L,"Acciona, S.A."
0H4A.L,Deutsche Lufthansa Aktiengesellschaft
0H3X.L,Linde Aktiengesellschaft
0H3T.L,Deutsche Börse Aktiengesellschaft
0H3Q.L,Deutsche Post AG
0H38.L,Pricer AB (publ)
0H34.L,SkiStar AB (publ)
0H30.L,Indutrade AB (publ)
0H2Z.L,Fastighets AB Balder (publ)
0H2O.L,Melker Schörling AB
0H1Z.L,QIAGEN N.V.
0H19.L,Orexo AB (publ)
0H14.L,Net Insight AB (publ)
0H13.L,Aktiebolaget Industrivärden
0H0U.L,Sensys Gatso Group AB (publ)
0H0L.L,Rottneros AB (publ)
0H0G.L,Sweco AB (publ)
0H0F.L,Investment AB Öresund
0H00.L,"Banco de Sabadell, S.A."
0GZX.L,DiaSorin S.p.A.
0GZV.L,Getinge AB
0GZK.L,Ion Beam Applications SA
0GYX.L,Anoto Group AB (publ)
0GYM.L,Ackermans & Van Haaren NV
0GY8.L,Aeffe S.p.A.
0GXJ.L,Modern Times Group Mtg AB
0GXG.L,Nederman Holding AB (publ)
0GX4.L,Beijer Alma AB (publ)
0GWV.L,"Industrial and Financial Systems, IFS AB (publ)"
0GWS.L,BillerudKorsnäs AB (publ)
0GWL.L,Saab AB (publ)
0GWG.L,Wihlborgs Fastigheter AB (publ)
0GWC.L,Axis AB (publ)
0GWB.L,L E Lundbergföretagen AB (publ)
0GW8.L,Grieg Seafood ASA
0GW3.L,Hufvudstaden AB (publ)
0GW0.L,Nobia AB (publ)
0GVE.L,Highlight Communications AG
0GUX.L,Skandinaviska Enskilda Banken AB (publ)
0GUV.L,AAK AB (publ.)
0GTW.L,Nordnet AB (publ)
0GTU.L,Tradedoubler AB
0GTR.L,Husqvarna AB (publ)
0GTO.L,Kapsch TrafficCom AG
0GTN.L,BioGaia AB
0GTM.L,Diös Fastigheter AB (publ)
0GT3.L,ProAct IT Group AB
0GT1.L,Castellum AB (publ)
0GSU.L,Meda AB
0GRZ.L,RaySearch Laboratories AB (publ)
0GRX.L,Hexagon AB
0GRP.L,Biotage AB
0GRK.L,Millicom International Cellular S.A.
0GRG.L,Kungsleden Aktiebolag
0GQE.L,Clas Ohlson AB (publ)
0GP7.L,Medivir AB (publ)
0GOX.L,Polytec Holding AG
0GO5.L,KappAhl AB (publ)
0GO4.L,Swedish Match AB (publ)
0GNX.L,Gunnebo AB
0GNN.L,Petro Welt Technologies AG
0GNM.L,Rezidor Hotel Group AB (publ)
0GN0.L,Vitrolife AB (publ)
0GM2.L,Lerøy Seafood Group Asa
0GKA.L,YIT Oyj
0GJN.L,Wüstenrot & Württembergische AG
0GJK.L,Washtec AG
0GF6.L,Veidekke ASA
0GE4.L,United Internet AG
0GDR.L,UNIQA Insurance Group AG
0GC9.L,Talentum Oyj
0GC8.L,TAKKT AG
0GB7.L,Orange Polska S.A.
0G99.L,ThromboGenics NV
0G8L.L,Ter Beke NV
0G8C.L,Telenor ASA
0G7B.L,Südzucker AG
0G77.L,Salzgitter Aktiengesellschaft
0G6T.L,Symrise AG
0G6J.L,Schloss Wachenheim AG
0G67.L,Sparebanken Vest
0G33.L,Solar A/S
0G2X.L,Sofina Société Anonyme
0G29.L,Semperit Aktiengesellschaft Holding
0G15.L,Koenig & Bauer AG
0FYM.L,Dom Security
0FWY.L,SalMar ASA
0FSO.L,Retail Estates nv
0FSN.L,Resilux NV
0FS8.L,REC Silicon ASA
0FRW.L,Rosenbauer International AG
0FRJ.L,RATIONAL Aktiengesellschaft
0FRE.L,Quest for Growth Belgium
0FR0.L,"Papeles y Cartones de Europa, S.A."
0FQR.L,Pfeiffer Vacuum Technology AG
0FQN.L,"Iep Invest, NV"
0FPQ.L,Phoenix Solar Aktiengesellschaft
0FN4.L,Plastiques du Val de Loire
0FMO.L,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna
0FMN.L,Polski Koncern Naftowy ORLEN Spólka Akcyjna
0FJQ.L,Astir Palace Vouliagmeni S.A.
0FJJ.L,Panariagroup Industrie Ceramiche S.p.A.
0FJC.L,Patrizia Immobilien AG
0FIN.L,Orkla ASA
0FI5.L,Opera Software ASA
0FHP.L,Olav Thon Eiendomsselskap ASA
0FH7.L,OHB SE
0FGL.L,Nexus AG
0FGH.L,Norwegian Air Shuttle ASA
0FFY.L,Nokian Renkaat Oyj
0FF9.L,Nordic Semiconductor ASA
0FDT.L,Nemetschek SE
0FC9.L,MTU Aero Engines AG
0FBS.L,Orange Belgium S.A.
0FA0.L,Melexis NV
0F7F.L,"Duro Felguera, S.A."
0F58.L,Grupa LOTOS Spólka Akcyjna
0F2Q.L,La Doria SpA
0F29.L,Lassila & Tikanoja Oyj
0F08.L,Kongsberg Gruppen ASA
0EYI.L,Kontron AG
0EYG.L,KBC Group NV
0EXP.L,Jungheinrich Aktiengesellschaft
0EX7.L,Jenoptik AG
0EX6.L,Jensen-Group NV
0EWR.L,init innovation in traffic systems SE
0EW1.L,Isra Vision AG
0EUH.L,INDUS Holding AG
0EPW.L,HOCHTIEF Aktiengesellschaft
0EOF.L,Hexagon Composites ASA
0ENN.L,Hornbach Baumarkt AG
0ELN.L,Bourbon Corporation SA
0ELC.L,XPO Logistics Europe SA
0EKR.L,GIMV NV
0EHF.L,Fred. Olsen Energy ASA
0EEZ.L,Athens Water Supply and Sewerage Company S.A.
0EEI.L,EVN AG
0EEE.L,CTS Eventim AG & Co. KGaA
0EA2.L,Elica S.p.A.
0E9S.L,Ekornes ASA
0E80.L,Accentro Real Estate AG
0E6Y.L,Drillisch Aktiengesellschaft
0E64.L,DO & CO Aktiengesellschaft
0E63.L,DOCDATA N.V.
0E5V.L,EI Towers S.p.A
0E4Q.L,NEL ASA
0E4K.L,DEUTZ Aktiengesellschaft
0E4J.L,Delticom AG
0E3C.L,Datalogic S.p.A.
0E2N.L,Citycon Oyj
0E1S.L,Cramo Oyj
0E1N.L,Davide Campari-Milano S.p.A.
0DZJ.L,Groupe CRIT SA
0DZC.L,"CIE Automotive, S.A."
0DYQ.L,Cegedim SA
0DYD.L,CENTROTEC Sustainable AG
0DXG.L,CropEnergies AG
0DVR.L,Bank Zachodni WBK S.A.
0DVE.L,Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien
0DUK.L,Biesse S.p.A.
0DUI.L,Basler Aktiengesellschaft
0DTF.L,Boiron SA
0DRH.L,Bank Millennium S.A.
0DQK.L,Beter Bed Holding N.V.
0DQ7.L,Beiersdorf Aktiengesellschaft
0DPU.L,Proximus PLC
0DPM.L,Bechtle AG
0DPG.L,"Banco BPI, S.A."
0DPB.L,Bavarian Nordic A/S
0DP0.L,Bank Pekao S.A.
0DOS.L,Bank Handlowy w Warszawie S.A.
0DNW.L,Austevoll Seafood ASA
0DNH.L,Atos SE
0DMQ.L,Astaldi S.p.A.
0DME.L,Ascopiave S.p.A.
0DLW.L,Arcandor AG
0DLI.L,Amsterdam Commodities N.V.
0DLF.L,Gigaset AG
0DKX.L,Aedifica SA
0DK9.L,Amadeus FiRe AG
0DJV.L,"Altri, S.G.P.S., S.A."
0DJI.L,Alm. Brand A/S
0DIJ.L,Havfisk ASA
0DHC.L,Carl Zeiss Meditec AG
0CX9.L,Stora Enso Oyj
0CSD.L,Société Internationale de Plantations d'Hévéas Société Anonyme
0CHZ.L,QSC AG
0BQD.L,KSB Aktiengesellschaft
0APM.L,Danieli & C. Officine Meccaniche S.p.A.
0AI4.L,Carlsberg A/S
0AH7.L,BayWa Aktiengesellschaft
04HK.L,LONDON & ST LAWRENCE INVESTMENT
